"Date","LGA","Capacity","Installations"
2019-01-01,"Dowerin",0,0
2019-01-01,"Dumbleyung",2.16919476952,0.303333407
2019-01-01,"Dundas",3.025,0.5
2019-01-01,"East Fremantle",51.255,10
2019-01-01,"Esperance",0,0
2019-01-01,"Fremantle",154.30802526415,24.2919419
2019-01-01,"Gingin",32.94111940662,5.910447762
2019-01-01,"Gnowangerup",0,0
2019-01-01,"Goomalling",7.24738592132,1.125025811
2019-01-01,"Gosnells",769.43538397816,132.016731806
2019-01-01,"Greater Geraldton",281.63391850389,44.00080106
2019-01-01,"Harvey",174.14877411788,29.22865014
2019-01-01,"Irwin",22.49,4
2019-01-01,"Jerramungup",6.3555555558,0.962962963
2019-01-01,"Joondalup",937.04146528626,149.079926126
2019-01-01,"Kalamunda",525.81594919536,82.841330611
2019-01-01,"Kalgoorlie-Boulder",49.5,4
2019-01-01,"Katanning",5.85878048676,0.957317073
2019-01-01,"Kellerberrin",6.6,1
2019-01-01,"Kent",7.56,1
2019-01-01,"Kojonup",5.49,1
2019-01-01,"Kondinin",0,0
2019-01-01,"Koorda",7.92,1
2019-01-01,"Kulin",2.885625,0.5625
2019-01-01,"Kwinana",421.09,85
2019-01-01,"Lake Grace",14.11707770352,2.329391892
2019-01-01,"Mandurah",831.18744046657,165.76190476
2019-01-01,"Manjimup",45.38919599165,5.939698494
2019-01-01,"Melville",597.652928851475,98.483770063
2019-01-01,"Menzies",0,0
2019-01-01,"Merredin",35.31,4
2019-01-01,"Mingenew",6.6,1
2019-01-01,"Moora",7.48,1
2019-01-01,"Morawa",0,0
2019-01-01,"Mosman Park",31.625,5
2019-01-01,"Mount Marshall",0,0
2019-01-01,"Mukinbudin",0,0
2019-01-01,"Mundaring",254.3618897312,38.79626752
2019-01-01,"Murchison",0,0
2019-01-01,"Murray",224.73,35
2019-01-01,"Nannup",17.81817242843,4.730157965
2019-01-01,"Narembeen",0,0
2019-01-01,"Narrogin",43.808801391925,6.664383565
2019-01-01,"Nedlands",109.16015356571,16.191513714
2019-01-01,"Northam",22.48140718008,3.892215568
2019-01-01,"Northampton",15.26621427342,2.514285712
2019-01-01,"Nungarin",0,0
2019-01-01,"Peppermint Grove",11.52992482356,1.563909776
2019-01-01,"Perenjori",12.925,2
2019-01-01,"Perth",63.41454091382,7.629251485
2019-01-01,"Pingelly",0,0
2019-01-01,"Plantagenet",29.05236485752,4.797297296
2019-01-01,"Quairading",0,0
2019-01-01,"Ravensthorpe",99.7944444442,1.037037037
2019-01-01,"Rockingham",1328.36177128892,282.834080715
2019-01-01,"Serpentine-Jarrahdale",265.76,46
2019-01-01,"South Perth",206.32685171814,32.863117872
2019-01-01,"Stirling",1169.78351549011,181.846593971
2019-01-01,"Subiaco",91.817328036395,12.62786596
2019-01-01,"Swan",1140.97090269787,176.038751111
2019-01-01,"Tammin",0,0
2019-01-01,"Three Springs",6.6,1
2019-01-01,"Toodyay",33.15067308509,4.788461538
2019-01-01,"Trayning",0,0
2019-01-01,"Victoria Park",107.50570507591,19.101810743
2019-01-01,"Victoria Plains",0,0
2019-01-01,"Vincent",187.495427138005,24.844144667
2019-01-01,"Wagin",12.8457627155,1.79661017
2019-01-01,"Wandering",0,0
2019-01-01,"Wanneroo",1351.03668586201,210.664259918
2019-01-01,"Waroona",31.07755953343,5.23809524
2019-01-01,"West Arthur",24.623495269385,3.057101177
2019-01-01,"Westonia",0,0
2019-01-01,"Wickepin",2.206198608075,0.335616435
2019-01-01,"Williams",9.10790062966,1.146583852
2019-01-01,"Wongan-Ballidu",6.4862068986,0.982758621
2019-01-01,"Woodanilling",0,0
2019-01-01,"Wyalkatchem",6.6,1
2019-01-01,"Yalgoo",0,0
2019-01-01,"Yilgarn",0,0
2019-01-01,"York",73.06685043114,13.338582684
2019-02-01,"Albany",186.53574325896,36.405405408
2019-02-01,"Armadale",788.72226863608,124.722388056
2019-02-01,"Augusta Margaret River",60.33459330114,10.942583732
2019-02-01,"Bassendean",69.70824744993,12.096219936
2019-02-01,"Bayswater",351.494202796675,54.670195821
2019-02-01,"Belmont",316.939336563475,27.861632641
2019-02-01,"Beverley",2.24433068547,0.377952752
2019-02-01,"Boddington",25.59441175695,3.88235294
2019-02-01,"Boyup Brook",10.4636597719,2.181046819
2019-02-01,"Bridgetown-Greenbushes",27.9888059779,3.880597016
2019-02-01,"Brookton",0,0
2019-02-01,"Broomehill-Tambellup",6.6,1
2019-02-01,"Bruce Rock",0,0
2019-02-01,"Bunbury",270.81043674837,38.779346846
2019-02-01,"Busselton",414.94073995038,44.614957716
2019-02-01,"Cambridge",161.661550138994,28.415199221
2019-02-01,"Canning",839.677142124375,121.740476944
2019-02-01,"Capel",134.585767233475,21.257394464
2019-02-01,"Carnamah",0.75383334841,0.116666669
2019-02-01,"Chapman Valley",22.89552743956,3.6563418
2019-02-01,"Chittering",38.9067607785,5.667960482
2019-02-01,"Claremont",68.01725805754,9.43548387
2019-02-01,"Cockburn",795.27310973154,118.166733918
2019-02-01,"Collie",32.78013700164,6.352739729
2019-02-01,"Coolgardie",0,0
2019-02-01,"Coorow",64.99616665159,8.883333331
2019-02-01,"Corrigin",6.46,1
2019-02-01,"Cottesloe",22.63964070879,4.204008
2019-02-01,"Cranbrook",44.83,3
2019-02-01,"Cuballing",0,0
2019-02-01,"Cunderdin",0,0
2019-02-01,"Dalwallinu",42.9,3
2019-02-01,"Dandaragan",106.59268656363,14.059701492
2019-02-01,"Dardanup",121.657119417005,20.176469016
2019-02-01,"Denmark",6.4,1
2019-02-01,"Donnybrook-Balingup",124.27638854188,11.39367995
2019-02-01,"Dowerin",0,0
2019-02-01,"Dumbleyung",4.492653914305,0.713023585
2019-02-01,"Dundas",0,0
2019-02-01,"East Fremantle",65.255,8
2019-02-01,"Esperance",0,0
2019-02-01,"Fremantle",105.4862286294,19.982826965
2019-02-01,"Gingin",58.35731343637,8.940298508
2019-02-01,"Gnowangerup",0,0
2019-02-01,"Goomalling",3.50995046196,0.519512702
2019-02-01,"Gosnells",1063.48853835188,178.286160634
2019-02-01,"Greater Geraldton",324.19565976744,50.503264114
2019-02-01,"Harvey",165.37411847013,26.22865014
2019-02-01,"Irwin",46.63,9
2019-02-01,"Jerramungup",36.9777777792,2.888888889
2019-02-01,"Joondalup",1408.73768667124,257.642977096
2019-02-01,"Kalamunda",557.35472936553,74.834779491
2019-02-01,"Kalgoorlie-Boulder",159.425,29
2019-02-01,"Katanning",18.777774386895,2.871951219
2019-02-01,"Kellerberrin",0,0
2019-02-01,"Kent",0,0
2019-02-01,"Kojonup",31.5,5
2019-02-01,"Kondinin",0,0
2019-02-01,"Koorda",0,0
2019-02-01,"Kulin",0,0
2019-02-01,"Kwinana",358.88,66
2019-02-01,"Lake Grace",21.851351354,3.567567568
2019-02-01,"Mandurah",573.65732142219,102.857142856
2019-02-01,"Manjimup",57.08835301066,5.803681329
2019-02-01,"Melville",613.82413662126,104.234639228
2019-02-01,"Menzies",0,0
2019-02-01,"Merredin",19.485,3
2019-02-01,"Mingenew",4.12,1
2019-02-01,"Moora",6.328767126,0.95890411
2019-02-01,"Morawa",13.2,2
2019-02-01,"Mosman Park",30.6,5
2019-02-01,"Mount Marshall",0,0
2019-02-01,"Mukinbudin",6.2264150916,0.943396226
2019-02-01,"Mundaring",287.474510248,48.59564544
2019-02-01,"Murchison",0.59724138588,0.068965518
2019-02-01,"Murray",165.96,25
2019-02-01,"Nannup",8.18796277852,1.162825848
2019-02-01,"Narembeen",6.44,1
2019-02-01,"Narrogin",56.552054823,8.568493155
2019-02-01,"Nedlands",109.272202933124,14.909689577
2019-02-01,"Northam",65.2769460828,10.514970056
2019-02-01,"Northampton",25.04657140712,4.771428568
2019-02-01,"Nungarin",0,0
2019-02-01,"Peppermint Grove",5.18338346383,0.97744361
2019-02-01,"Perenjori",0,0
2019-02-01,"Perth",111.176742863024,7.832327005
2019-02-01,"Pingelly",22.26,3.5
2019-02-01,"Plantagenet",47.38925674104,8.594594592
2019-02-01,"Quairading",6.6,1
2019-02-01,"Ravensthorpe",7.5222222208,1.111111111
2019-02-01,"Rockingham",951.8135650155,148.91928251
2019-02-01,"Serpentine-Jarrahdale",231.99,38
2019-02-01,"South Perth",291.98787073216,40.863117872
2019-02-01,"Stirling",1141.78504098508,170.843188332
2019-02-01,"Subiaco",111.120099928922,14.288653729
2019-02-01,"Swan",1554.40658502385,245.946487117
2019-02-01,"Tammin",0,0
2019-02-01,"Three Springs",0,0
2019-02-01,"Toodyay",20.19682694227,3.730769234
2019-02-01,"Trayning",0,0
2019-02-01,"Victoria Park",131.565144471365,20.350879642
2019-02-01,"Victoria Plains",0.271232874,0.04109589
2019-02-01,"Vincent",165.525552572466,29.365671305
2019-02-01,"Wagin",11.857627122,1.79661017
2019-02-01,"Wandering",10.31558824305,1.61764706
2019-02-01,"Wanneroo",1896.42963888032,338.415162434
2019-02-01,"Waroona",20.21267857781,4.142857144
2019-02-01,"West Arthur",1.4575110198,0.276874853
2019-02-01,"Westonia",0.3735849084,0.056603774
2019-02-01,"Wickepin",2.847945177,0.431506845
2019-02-01,"Williams",0,0
2019-02-01,"Wongan-Ballidu",22.05310345524,1.965517242
2019-02-01,"Woodanilling",0,0
2019-02-01,"Wyalkatchem",0,0
2019-02-01,"Yalgoo",0,0
2019-02-01,"Yilgarn",0,0
2019-02-01,"York",45.26066931453,7.622047248
2019-03-01,"Albany",113.03864865344,22.135135136
2019-03-01,"Armadale",798.06017908528,125.758208952
2019-03-01,"Augusta Margaret River",99.04763157854,18.923444976
2019-03-01,"Bassendean",104.6323024464,15.12027492
2019-03-01,"Bayswater",289.90223980172,45.88324784
2019-03-01,"Belmont",202.518723928145,36.920837804
2019-03-01,"Beverley",17.22905508681,3.566929128
2019-03-01,"Boddington",7.174726886925,1.084873949
2019-03-01,"Boyup Brook",16.99004289043,2.496626452
2019-03-01,"Bridgetown-Greenbushes",77.17947762387,8.791044778
2019-03-01,"Brookton",0,0
2019-03-01,"Broomehill-Tambellup",0,0
2019-03-01,"Bruce Rock",6.4,1
2019-03-01,"Bunbury",265.55485422522,33.834951438
2019-03-01,"Busselton",342.08732557539,39.65116279
2019-03-01,"Cambridge",130.133856974887,20.23535712
2019-03-01,"Canning",757.54644561216,87.936871949
2019-03-01,"Capel",92.31573279888,13.314856643
2019-03-01,"Carnamah",0.213750004275,0.033333334
2019-03-01,"Chapman Valley",16.36430916059,2.511081454
2019-03-01,"Chittering",74.35736772205,11.288285116
2019-03-01,"Claremont",53.289725800986,8.806451612
2019-03-01,"Cockburn",706.18079492318,118.795511207
2019-03-01,"Collie",170.92500007998,16.335616446
2019-03-01,"Coolgardie",21.48,3
2019-03-01,"Coorow",12.611249995725,1.966666666
2019-03-01,"Corrigin",0,0
2019-03-01,"Cottesloe",36.375027958278,5.800933782
2019-03-01,"Cranbrook",0,0
2019-03-01,"Cuballing",6.05,1
2019-03-01,"Cunderdin",7.92,1
2019-03-01,"Dalwallinu",0,0
2019-03-01,"Dandaragan",65.97992537075,11.059701492
2019-03-01,"Dardanup",109.807707217545,20.24035144
2019-03-01,"Denmark",43.635,5
2019-03-01,"Donnybrook-Balingup",45.49999999742,7.924657534
2019-03-01,"Dowerin",0,0
2019-03-01,"Dumbleyung",1.55237805499,0.298780489
2019-03-01,"Dundas",0,0
2019-03-01,"East Fremantle",19.815,3
2019-03-01,"Esperance",0,0
2019-03-01,"Fremantle",110.1416579751,18.468956425
2019-03-01,"Gingin",72.80007462925,10.940298508
2019-03-01,"Gnowangerup",0,0
2019-03-01,"Goomalling",17.81337913913,2.502271323
2019-03-01,"Gosnells",757.74836988668,119.198117082
2019-03-01,"Greater Geraldton",352.97390021193,52.940150075
2019-03-01,"Harvey",246.214380182965,41.958677689
2019-03-01,"Irwin",46.71,6
2019-03-01,"Jerramungup",0,0
2019-03-01,"Joondalup",1249.23094459777,212.639199068
2019-03-01,"Kalamunda",406.371037813235,62.336148297
2019-03-01,"Kalgoorlie-Boulder",334.855,37
2019-03-01,"Katanning",34.81762194501,6.701219511
2019-03-01,"Kellerberrin",13.2,2
2019-03-01,"Kent",0,0
2019-03-01,"Kojonup",27.25058823648,3.823529412
2019-03-01,"Kondinin",14.4,2
2019-03-01,"Koorda",0,0
2019-03-01,"Kulin",0,0
2019-03-01,"Kwinana",267.04,44
2019-03-01,"Lake Grace",0,0
2019-03-01,"Mandurah",555.52095237476,95.857142856
2019-03-01,"Manjimup",45.6130150855,7.929648243
2019-03-01,"Melville",480.8916039832,80.264568841
2019-03-01,"Menzies",0,0
2019-03-01,"Merredin",88.6692857124,3.714285714
2019-03-01,"Mingenew",16.23,3
2019-03-01,"Moora",14.6136986364,2.87671233
2019-03-01,"Morawa",6.39375,0.96875
2019-03-01,"Mosman Park",46.12,8
2019-03-01,"Mount Marshall",0,0
2019-03-01,"Mukinbudin",0,0
2019-03-01,"Mundaring",388.5133221328,57.14618976
2019-03-01,"Murchison",0.1758620709,0.034482759
2019-03-01,"Murray",162.415,31
2019-03-01,"Nannup",0.80435333596,0.146906781
2019-03-01,"Narembeen",14.14,2
2019-03-01,"Narrogin",125.480821981,5.71232877
2019-03-01,"Nedlands",111.254390330519,14.698468884
2019-03-01,"Northam",98.82886223816,11.514970056
2019-03-01,"Northampton",22.14092855658,3.514285712
2019-03-01,"Nungarin",0,0
2019-03-01,"Peppermint Grove",8.58977444468,1.368421054
2019-03-01,"Perenjori",0.20625,0.03125
2019-03-01,"Perth",46.588154122652,5.324143649
2019-03-01,"Pingelly",2.695,0.7
2019-03-01,"Plantagenet",16.93135134656,2.864864864
2019-03-01,"Quairading",0,0
2019-03-01,"Ravensthorpe",5.04,1
2019-03-01,"Rockingham",796.4390627713,137.878923765
2019-03-01,"Serpentine-Jarrahdale",305.045,48
2019-03-01,"South Perth",207.34566160608,34.851711028
2019-03-01,"Stirling",923.283702824383,159.434475584
2019-03-01,"Subiaco",180.96951797395,13.336272781
2019-03-01,"Swan",1861.38457626039,309.819195468
2019-03-01,"Tammin",0,0
2019-03-01,"Three Springs",6.6,1
2019-03-01,"Toodyay",33.73346155066,6.596153848
2019-03-01,"Trayning",0,0
2019-03-01,"Victoria Park",96.32243306876,14.620045644
2019-03-01,"Victoria Plains",157.1213013636,5.12328767
2019-03-01,"Vincent",111.964365606135,15.635483512
2019-03-01,"Wagin",0,0
2019-03-01,"Wandering",1.349558825475,0.329411765
2019-03-01,"Wanneroo",2309.84229956404,421.837545114
2019-03-01,"Waroona",39.26404762524,8.142857144
2019-03-01,"West Arthur",34.55102927286,2.395788805
2019-03-01,"Westonia",1.8857142876,0.285714286
2019-03-01,"Wickepin",12.919178019,1.28767123
2019-03-01,"Williams",8.6631056004,1.05962733
2019-03-01,"Wongan-Ballidu",22.23775862271,1.982758621
2019-03-01,"Woodanilling",0.29647058616,0.058823529
2019-03-01,"Wyalkatchem",0,0
2019-03-01,"Yalgoo",0,0
2019-03-01,"Yilgarn",6.48,1
2019-03-01,"York",61.08594491319,11.433070872
2019-04-01,"Albany",106.4580000168,20.33783784
2019-04-01,"Armadale",783.01329847624,117.740298504
2019-04-01,"Augusta Margaret River",125.58086124367,15.942583732
2019-04-01,"Bassendean",88.94123714817,18.90034365
2019-04-01,"Bayswater",437.789390995935,69.100993191
2019-04-01,"Belmont",161.971659302545,19.056862696
2019-04-01,"Beverley",6.9517322789,1.094488188
2019-04-01,"Boddington",16.815441171375,1.94117647
2019-04-01,"Boyup Brook",14.752020529825,2.32876712
2019-04-01,"Bridgetown-Greenbushes",0,0
2019-04-01,"Brookton",0,0
2019-04-01,"Broomehill-Tambellup",0,0
2019-04-01,"Bruce Rock",6.6,1
2019-04-01,"Bunbury",230.96067948666,36.310679592
2019-04-01,"Busselton",352.274011621705,56.463794925
2019-04-01,"Cambridge",158.390935636025,19.639070696
2019-04-01,"Canning",531.314951123905,80.05518137
2019-04-01,"Capel",67.476716640805,11.068751429
2019-04-01,"Carnamah",0.3300000066,0.033333334
2019-04-01,"Chapman Valley",22.336220018925,3.641388528
2019-04-01,"Chittering",90.63147709157,7.55963303
2019-04-01,"Claremont",16.42717741767,2.516129032
2019-04-01,"Cockburn",907.02493074854,165.264832063
2019-04-01,"Collie",103.517893884055,18.15068494
2019-04-01,"Coolgardie",22,1
2019-04-01,"Coorow",26.0699999934,2.966666666
2019-04-01,"Corrigin",0,0
2019-04-01,"Cottesloe",15.03041852763,2.46192093
2019-04-01,"Cranbrook",0,0
2019-04-01,"Cuballing",12.81,2
2019-04-01,"Cunderdin",43.39,6
2019-04-01,"Dalwallinu",44.825,7
2019-04-01,"Dandaragan",27.3761193987,5.089552238
2019-04-01,"Dardanup",79.25305504858,14.984942096
2019-04-01,"Denmark",12.17,3
2019-04-01,"Donnybrook-Balingup",37.234503422495,6.061488169
2019-04-01,"Dowerin",3.72,1
2019-04-01,"Dumbleyung",18.56032522316,2.813788362
2019-04-01,"Dundas",0,0
2019-04-01,"East Fremantle",42.39,7
2019-04-01,"Esperance",0,0
2019-04-01,"Fremantle",105.102516643625,18.441215345
2019-04-01,"Gingin",74.8738806013,11.910447762
2019-04-01,"Gnowangerup",5.85,1
2019-04-01,"Goomalling",1.23421227204,0.232810243
2019-04-01,"Gosnells",997.8715208032,133.810297372
2019-04-01,"Greater Geraldton",267.372591576275,44.552700145
2019-04-01,"Harvey",200.16053720345,34.22865014
2019-04-01,"Irwin",87.33,8
2019-04-01,"Jerramungup",0.81887323698,0.126760563
2019-04-01,"Joondalup",806.61506543438,132.288850648
2019-04-01,"Kalamunda",386.17046088965,68.98146086
2019-04-01,"Kalgoorlie-Boulder",36.42,6
2019-04-01,"Katanning",0,0
2019-04-01,"Kellerberrin",13.2,2
2019-04-01,"Kent",0,0
2019-04-01,"Kojonup",0,0
2019-04-01,"Kondinin",18.0967741845,3.096774192
2019-04-01,"Koorda",7.935,1
2019-04-01,"Kulin",28.7907258155,4.465725808
2019-04-01,"Kwinana",212.795,37
2019-04-01,"Lake Grace",33.0334459488,5.005067568
2019-04-01,"Mandurah",714.30315475665,109.88095238
2019-04-01,"Manjimup",26.0030150804,4.959798996
2019-04-01,"Melville",447.35444914417,71.891592246
2019-04-01,"Menzies",0,0
2019-04-01,"Merredin",0,0
2019-04-01,"Mingenew",12.78,2
2019-04-01,"Moora",5.75342466,0.95890411
2019-04-01,"Morawa",0,0
2019-04-01,"Mosman Park",13.215,2
2019-04-01,"Mount Marshall",0,0
2019-04-01,"Mukinbudin",0,0
2019-04-01,"Mundaring",308.9156067168,46.496112
2019-04-01,"Murchison",0.20172414015,0.034482759
2019-04-01,"Murray",144.54,23
2019-04-01,"Nannup",6.54612367533,1.006708181
2019-04-01,"Narembeen",6.6,1
2019-04-01,"Narrogin",16.2230137068,2.856164385
2019-04-01,"Nedlands",60.649430956425,8.688015062
2019-04-01,"Northam",33.85958082936,6.784431136
2019-04-01,"Northampton",52.30446426465,7.771428568
2019-04-01,"Nungarin",0,0
2019-04-01,"Peppermint Grove",3.57548872538,0.586466166
2019-04-01,"Perenjori",9.625,2
2019-04-01,"Perth",27.85524282934,4.500212282
2019-04-01,"Pingelly",7.4025,1.4
2019-04-01,"Plantagenet",48.0349999832,6.66216216
2019-04-01,"Quairading",0,0
2019-04-01,"Ravensthorpe",15.32112676302,2.873239437
2019-04-01,"Rockingham",788.6261883352,123.914798205
2019-04-01,"Serpentine-Jarrahdale",326.01,50
2019-04-01,"South Perth",133.37939163998,22.908745248
2019-04-01,"Stirling",989.320546610925,174.657225583
2019-04-01,"Subiaco",25.85264547759,2.057613164
2019-04-01,"Swan",1620.19491111579,258.278863958
2019-04-01,"Tammin",13.2,2
2019-04-01,"Three Springs",12.78,2
2019-04-01,"Toodyay",40.12174452993,6.263736268
2019-04-01,"Trayning",6.6,1
2019-04-01,"Victoria Park",96.717228465425,16.007455868
2019-04-01,"Victoria Plains",106.3180039086,2.469667318
2019-04-01,"Vincent",182.6547693552,27.89700506
2019-04-01,"Wagin",29.5183050931,4.491525425
2019-04-01,"Wandering",3.682058828625,0.65882353
2019-04-01,"Wanneroo",1420.8428880335,244.606498186
2019-04-01,"Waroona",30.95684524335,5.11904762
2019-04-01,"West Arthur",12.202310243365,2.446356281
2019-04-01,"Westonia",0,0
2019-04-01,"Wickepin",0.8169862932,0.143835615
2019-04-01,"Williams",0.8086956546,0.173913044
2019-04-01,"Wongan-Ballidu",6.4862068986,0.982758621
2019-04-01,"Woodanilling",6.6,1
2019-04-01,"Wyalkatchem",13.23,2
2019-04-01,"Yalgoo",0,0
2019-04-01,"Yilgarn",6.6,1
2019-04-01,"York",8.9082677211,1.905511812
2019-05-01,"Albany",160.76209460088,34.135135136
2019-05-01,"Armadale",1110.93734325888,195.704477608
2019-05-01,"Augusta Margaret River",101.84303827709,18.923444976
2019-05-01,"Bassendean",66.23058421833,10.584192444
2019-05-01,"Bayswater",380.19592926302,56.683182833
2019-05-01,"Belmont",152.612391426765,24.926992567
2019-05-01,"Beverley",7.50141731352,1.188976376
2019-05-01,"Boddington",41.65163863925,7.022689073
2019-05-01,"Boyup Brook",13.106764954915,1.433040274
2019-05-01,"Bridgetown-Greenbushes",61.40477613286,11.731343286
2019-05-01,"Brookton",0,0
2019-05-01,"Broomehill-Tambellup",0,0
2019-05-01,"Bruce Rock",6.4,1
2019-05-01,"Bunbury",317.85048526488,33.834951438
2019-05-01,"Busselton",507.800953479455,64.487050739
2019-05-01,"Cambridge",100.15949093937,15.106205189
2019-05-01,"Canning",1019.83386471748,135.931146908
2019-05-01,"Capel",97.933352492465,12.535786876
2019-05-01,"Carnamah",15.263869049125,2.747619048
2019-05-01,"Chapman Valley",27.11742531009,4.268224312
2019-05-01,"Chittering",57.58959425145,9.326746654
2019-05-01,"Claremont",88.379032249,11.951612902
2019-05-01,"Cockburn",906.149038652775,137.093037916
2019-05-01,"Collie",55.445804820465,9.07534247
2019-05-01,"Coolgardie",38.14,8
2019-05-01,"Coorow",15.741130950875,3.252380952
2019-05-01,"Corrigin",0,0
2019-05-01,"Cottesloe",58.12801778592,7.470440208
2019-05-01,"Cranbrook",0.19283581916,0.029850746
2019-05-01,"Cuballing",14.4,1
2019-05-01,"Cunderdin",29.745,4
2019-05-01,"Dalwallinu",31.35,3
2019-05-01,"Dandaragan",64.09246268479,8.029850746
2019-05-01,"Dardanup",150.459488352975,24.587458877
2019-05-01,"Denmark",44.4,9
2019-05-01,"Donnybrook-Balingup",34.960941779565,6.547789539
2019-05-01,"Dowerin",0,0
2019-05-01,"Dumbleyung",57.53855418422,3.766552517
2019-05-01,"Dundas",0,0
2019-05-01,"East Fremantle",32.71,5
2019-05-01,"Esperance",0,0
2019-05-01,"Fremantle",138.2752379541,22.56274771
2019-05-01,"Gingin",87.80253731521,13.970149254
2019-05-01,"Gnowangerup",6.43701492788,1.179104478
2019-05-01,"Goomalling",8.736724666945,1.41172827
2019-05-01,"Gosnells",1059.59419903846,177.107169734
2019-05-01,"Greater Geraldton",324.7912816095,54.797292933
2019-05-01,"Harvey",275.745220411065,44.611570252
2019-05-01,"Irwin",58.525,10
2019-05-01,"Jerramungup",4.43522387944,0.686567164
2019-05-01,"Joondalup",1404.90790178763,196.901015876
2019-05-01,"Kalamunda",383.68465268261,61.261220499
2019-05-01,"Kalgoorlie-Boulder",240.485,22
2019-05-01,"Katanning",63.4701219399,4.786585365
2019-05-01,"Kellerberrin",0,0
2019-05-01,"Kent",0,0
2019-05-01,"Kojonup",0,0
2019-05-01,"Kondinin",8.0903225766,1.548387096
2019-05-01,"Koorda",0,0
2019-05-01,"Kulin",2.3596774234,0.451612904
2019-05-01,"Kwinana",553.16,83
2019-05-01,"Lake Grace",17.6594594616,2.675675676
2019-05-01,"Mandurah",754.81924998949,103.857142856
2019-05-01,"Manjimup",27.29381910099,3.969849247
2019-05-01,"Melville",657.670400283685,103.598079624
2019-05-01,"Menzies",0,0
2019-05-01,"Merredin",32.955,5
2019-05-01,"Mingenew",0,0
2019-05-01,"Moora",10.8739726074,1.91780822
2019-05-01,"Morawa",6.39375,0.96875
2019-05-01,"Mosman Park",28.52,5
2019-05-01,"Mount Marshall",0,0
2019-05-01,"Mukinbudin",6.18396226143,0.943396226
2019-05-01,"Mundaring",288.87313392,45.84603424
2019-05-01,"Murchison",2.86379310591,0.534482759
2019-05-01,"Murray",163.05,24
2019-05-01,"Nannup",4.8381426215,1.015796686
2019-05-01,"Narembeen",4.86,1
2019-05-01,"Narrogin",31.56061645425,2.856164385
2019-05-01,"Nedlands",119.95491350366,13.499153253
2019-05-01,"Northam",60.25784429408,9.622754488
2019-05-01,"Northampton",21.8374999745,3.899999996
2019-05-01,"Nungarin",0,0
2019-05-01,"Peppermint Grove",13.71157896108,1.759398498
2019-05-01,"Perenjori",0.20625,0.03125
2019-05-01,"Perth",71.73309447245,5.230066734
2019-05-01,"Pingelly",6.384,1.4
2019-05-01,"Plantagenet",20.82783077264,2.969342476
2019-05-01,"Quairading",0,0
2019-05-01,"Ravensthorpe",0,0
2019-05-01,"Rockingham",1328.46840806363,216.9103139
2019-05-01,"Serpentine-Jarrahdale",551.485,99
2019-05-01,"South Perth",129.58610267148,19.851711028
2019-05-01,"Stirling",1007.61551357859,159.726448427
2019-05-01,"Subiaco",93.147663134175,12.62786596
2019-05-01,"Swan",1686.05598260168,240.44875231
2019-05-01,"Tammin",0,0
2019-05-01,"Three Springs",0,0
2019-05-01,"Toodyay",66.99528848213,11.769230772
2019-05-01,"Trayning",0,0
2019-05-01,"Victoria Park",233.683778621935,21.078146202
2019-05-01,"Victoria Plains",99.4660273926,1.08219178
2019-05-01,"Vincent",64.76877776641,10.17818414
2019-05-01,"Wagin",15.2891525467,2.694915255
2019-05-01,"Wandering",3.94864707095,0.805882355
2019-05-01,"Wanneroo",1872.4030865587,297.86642598
2019-05-01,"Waroona",24.44375001051,4.142857144
2019-05-01,"West Arthur",2.131924179355,0.322846527
2019-05-01,"Westonia",0.37103773857,0.056603774
2019-05-01,"Wickepin",8.18938354575,1.143835615
2019-05-01,"Williams",12.6657142898,1.771428572
2019-05-01,"Wongan-Ballidu",14.225431038975,1.965517242
2019-05-01,"Woodanilling",11.55,2
2019-05-01,"Wyalkatchem",0,0
2019-05-01,"Yalgoo",2.64,0.5
2019-05-01,"Yilgarn",0,0
2019-05-01,"York",18.17858268648,3.811023624
2019-06-01,"Albany",136.2513513568,17.135135136
2019-06-01,"Armadale",687.59713431672,112.856716416
2019-06-01,"Augusta Margaret River",64.03758373167,11.923444976
2019-06-01,"Bassendean",75.48419246937,12.096219936
2019-06-01,"Bayswater",294.332752143315,37.603607975
2019-06-01,"Belmont",143.012600228805,16.998507256
2019-06-01,"Beverley",11.49874014158,2.23622047
2019-06-01,"Boddington",20.3721008312,3.026050419
2019-06-01,"Boyup Brook",5.48891840546,1.281844201
2019-06-01,"Bridgetown-Greenbushes",34.45149254594,6.820895524
2019-06-01,"Brookton",0,0
2019-06-01,"Broomehill-Tambellup",0,0
2019-06-01,"Bruce Rock",2.24,1
2019-06-01,"Bunbury",180.88495135842,24.75728154
2019-06-01,"Busselton",874.31756870632,51.798361522
2019-06-01,"Cambridge",146.42712846366,15.767302381
2019-06-01,"Canning",601.647557542025,82.332236357
2019-06-01,"Capel",81.74799625231,11.469180414
2019-06-01,"Carnamah",7.543416685535,1.083333335
2019-06-01,"Chapman Valley",23.40631918939,3.734846478
2019-06-01,"Chittering",63.3459386296,8.620324634
2019-06-01,"Claremont",24.91596773938,4.403225806
2019-06-01,"Cockburn",906.456245367928,108.723218368
2019-06-01,"Collie",40.00410960776,6.352739729
2019-06-01,"Coolgardie",12.86,2
2019-06-01,"Coorow",55.661583314465,4.916666665
2019-06-01,"Corrigin",29.595,2
2019-06-01,"Cottesloe",60.07734869238,3.30272253
